#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 01:01:27
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 01:01:27 W3SVC20 67.222.136.138 GET /guest.htm - 80 - 178.162.135.45 Mozilla/4.0+(compatible;+MSIE+7.0b;+Windows+NT+6.0) 200 0 0 9129 227 457
2010-05-02 13:58:00 W3SVC20 67.222.136.138 GET /living.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 9082 255 151
2010-05-02 13:58:05 W3SVC20 67.222.136.138 GET /master.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 9207 255 157
2010-05-02 13:58:10 W3SVC20 67.222.136.138 GET /vistas.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 8750 255 158
2010-05-02 13:58:15 W3SVC20 67.222.136.138 GET /waikolai.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 8448 257 113
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 16:28:10
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 16:28:10 W3SVC20 67.222.136.138 GET /flash/Current/finish.swf - 80 - 77.88.25.28 Yandex/1.01.001+(compatible;+Win16;+I) 200 0 0 233848 280 1587
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 19:52:36
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 19:52:36 W3SVC20 67.222.136.138 GET /guest.htm - 80 - 91.212.226.184 Opera/9.01+(Windows+NT+5.1;+U;+en) 200 0 0 9129 210 411
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 20:20:32
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 20:20:32 W3SVC20 67.222.136.138 GET /kitchen.htm - 80 - 77.88.25.28 Yandex/1.01.001+(compatible;+Win16;+I) 304 0 0 210 321 163
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 20:52:27
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 20:52:27 W3SVC20 67.222.136.138 GET /waikolai.htm - 80 - 77.88.25.28 Yandex/1.01.001+(compatible;+Win16;+I) 304 0 0 210 318 170
